iteration,day_index,date,actual_customers,actual_revenue_entry,actual_revenue_consumables,actual_revenue_other,actual_total_revenue,actual_expenses_daily,actual_expenses_periodic,actual_total_expenses,daily_cashflow,cumulative_cashflow
2,138,2026-04-24,9,135,21,20,176,0,0,0,176,-10107
2,139,2026-04-25,18,270,51,60,381,0,0,0,381,-9726
2,140,2026-04-26,16,240,42,80,362,0,300,300,62,-9664
2,141,2026-04-27,4,60,9,0,69,0,0,0,69,-9595
2,142,2026-04-28,3,45,6,0,51,0,0,0,51,-9544
2,143,2026-04-29,10,150,27,40,217,0,0,0,217,-9327
2,144,2026-04-30,15,225,51,160,436,0,0,0,436,-8891
2,145,2026-05-01,18,270,45,80,395,0,6000,6000,-5605,-14496
2,146,2026-05-02,13,195,51,100,346,0,0,0,346,-14150
2,147,2026-05-03,6,90,12,20,122,0,300,300,-178,-14328
2,148,2026-05-04,16,240,36,80,356,0,0,0,356,-13972
2,149,2026-05-05,11,165,42,80,287,0,0,0,287,-13685
2,150,2026-05-06,13,195,33,60,288,0,0,0,288,-13397
2,151,2026-05-07,7,105,15,0,120,0,0,0,120,-13277
2,152,2026-05-08,15,225,39,60,324,0,0,0,324,-12953
2,153,2026-05-09,18,270,30,20,320,0,0,0,320,-12633
2,154,2026-05-10,18,270,45,60,375,0,300,300,75,-12558
2,155,2026-05-11,5,75,24,20,119,0,0,0,119,-12439
2,156,2026-05-12,4,60,12,40,112,0,0,0,112,-12327
2,157,2026-05-13,8,120,21,40,181,0,0,0,181,-12146
2,158,2026-05-14,7,105,18,60,183,0,0,0,183,-11963
2,159,2026-05-15,15,225,48,0,273,0,0,0,273,-11690
2,160,2026-05-16,19,285,54,80,419,0,0,0,419,-11271
2,161,2026-05-17,13,195,57,140,392,0,300,300,92,-11179
2,162,2026-05-18,6,90,18,0,108,0,0,0,108,-11071
2,163,2026-05-19,4,60,15,20,95,0,0,0,95,-10976
2,164,2026-05-20,17,255,57,120,432,0,0,0,432,-10544
2,165,2026-05-21,7,105,24,60,189,0,0,0,189,-10355
2,166,2026-05-22,8,120,21,120,261,0,0,0,261,-10094
2,167,2026-05-23,15,225,78,120,423,0,0,0,423,-9671
2,168,2026-05-24,13,195,33,60,288,0,300,300,-12,-9683
2,169,2026-05-25,0,0,0,0,0,0,0,0,0,-9683
2,170,2026-05-26,9,135,21,20,176,0,0,0,176,-9507
2,171,2026-05-27,12,180,27,140,347,0,0,0,347,-9160
2,172,2026-05-28,12,180,39,100,319,0,0,0,319,-8841
2,173,2026-05-29,14,210,60,40,310,0,0,0,310,-8531
2,174,2026-05-30,16,240,42,20,302,0,0,0,302,-8229
2,175,2026-05-31,18,270,27,140,437,0,300,300,137,-8092
2,176,2026-06-01,3,45,15,0,60,0,6000,6000,-5940,-14032
2,177,2026-06-02,11,165,39,80,284,0,0,0,284,-13748
2,178,2026-06-03,10,150,30,0,180,0,0,0,180,-13568
2,179,2026-06-04,9,135,21,120,276,0,0,0,276,-13292
2,180,2026-06-05,14,210,30,60,300,0,0,0,300,-12992
2,181,2026-06-06,16,240,81,60,381,0,0,0,381,-12611
2,182,2026-06-07,10,150,36,80,266,0,300,300,-34,-12645
2,183,2026-06-08,1,15,3,0,18,0,0,0,18,-12627
2,184,2026-06-09,7,105,21,60,186,0,0,0,186,-12441
2,185,2026-06-10,8,120,18,20,158,0,0,0,158,-12283
2,186,2026-06-11,9,135,24,140,299,0,0,0,299,-11984
2,187,2026-06-12,16,240,42,80,362,0,0,0,362,-11622
2,188,2026-06-13,12,180,60,100,340,0,0,0,340,-11282
2,189,2026-06-14,17,255,57,80,392,0,300,300,92,-11190
2,190,2026-06-15,9,135,27,60,222,0,0,0,222,-10968
2,191,2026-06-16,9,135,21,140,296,0,0,0,296,-10672
2,192,2026-06-17,0,0,0,0,0,0,0,0,0,-10672
2,193,2026-06-18,10,150,36,20,206,0,0,0,206,-10466
2,194,2026-06-19,19,285,63,60,408,0,0,0,408,-10058
2,195,2026-06-20,23,345,57,100,502,0,0,0,502,-9556
2,196,2026-06-21,11,165,36,80,281,0,300,300,-19,-9575
2,197,2026-06-22,12,180,33,60,273,0,0,0,273,-9302
2,198,2026-06-23,0,0,0,0,0,0,0,0,0,-9302
2,199,2026-06-24,11,165,21,20,206,0,0,0,206,-9096
2,200,2026-06-25,8,120,9,120,249,0,0,0,249,-8847
2,201,2026-06-26,12,180,48,140,368,0,0,0,368,-8479
2,202,2026-06-27,17,255,69,60,384,0,0,0,384,-8095
2,203,2026-06-28,14,210,66,0,276,0,300,300,-24,-8119
2,204,2026-06-29,13,195,45,0,240,0,0,0,240,-7879
2,205,2026-06-30,10,150,12,20,182,0,0,0,182,-7697
2,206,2026-07-01,15,225,42,60,327,0,6000,6000,-5673,-13370
2,207,2026-07-02,8,120,21,60,201,0,0,0,201,-13169
2,208,2026-07-03,18,270,48,60,378,0,0,0,378,-12791
2,209,2026-07-04,19,285,57,120,462,0,0,0,462,-12329
2,210,2026-07-05,18,270,48,140,458,0,300,300,158,-12171
2,211,2026-07-06,13,195,45,80,320,0,0,0,320,-11851
2,212,2026-07-07,7,105,27,40,172,0,0,0,172,-11679
2,213,2026-07-08,23,345,72,160,577,0,0,0,577,-11102
2,214,2026-07-09,14,210,39,80,329,0,0,0,329,-10773
2,215,2026-07-10,21,315,54,120,489,0,0,0,489,-10284
2,216,2026-07-11,24,360,72,140,572,0,0,0,572,-9712
2,217,2026-07-12,12,180,21,100,301,0,300,300,1,-9711
2,218,2026-07-13,4,60,15,0,75,0,0,0,75,-9636
2,219,2026-07-14,8,120,24,0,144,0,0,0,144,-9492
2,220,2026-07-15,14,210,42,40,292,0,0,0,292,-9200
2,221,2026-07-16,15,225,45,100,370,0,0,0,370,-8830
2,222,2026-07-17,18,270,48,120,438,0,0,0,438,-8392
2,223,2026-07-18,12,180,36,20,236,0,0,0,236,-8156
2,224,2026-07-19,15,225,24,160,409,0,300,300,109,-8047
2,225,2026-07-20,14,210,66,40,316,0,0,0,316,-7731
2,226,2026-07-21,11,165,33,20,218,0,0,0,218,-7513
2,227,2026-07-22,14,210,36,220,466,0,0,0,466,-7047
2,228,2026-07-23,4,60,12,0,72,0,0,0,72,-6975
2,229,2026-07-24,11,165,18,80,263,0,0,0,263,-6712
2,230,2026-07-25,20,300,69,100,469,0,0,0,469,-6243
2,231,2026-07-26,14,210,30,100,340,0,300,300,40,-6203
2,232,2026-07-27,8,120,30,60,210,0,0,0,210,-5993
2,233,2026-07-28,11,165,33,40,238,0,0,0,238,-5755
2,234,2026-07-29,12,180,54,20,254,0,0,0,254,-5501
2,235,2026-07-30,10,150,45,40,235,0,0,0,235,-5266
2,236,2026-07-31,21,315,48,120,483,0,0,0,483,-4783
2,237,2026-08-01,23,345,57,120,522,0,6000,6000,-5478,-10261
2,238,2026-08-02,12,180,21,60,261,0,300,300,-39,-10300
2,239,2026-08-03,6,90,15,0,105,0,0,0,105,-10195
2,240,2026-08-04,5,75,24,0,99,0,0,0,99,-10096
2,241,2026-08-05,14,210,54,80,344,0,0,0,344,-9752
2,242,2026-08-06,10,150,42,20,212,0,0,0,212,-9540
2,243,2026-08-07,16,240,48,60,348,0,0,0,348,-9192
2,244,2026-08-08,15,225,54,20,299,0,0,0,299,-8893
2,245,2026-08-09,11,165,51,100,316,0,300,300,16,-8877
2,246,2026-08-10,3,45,9,20,74,0,0,0,74,-8803
2,247,2026-08-11,10,150,36,160,346,0,0,0,346,-8457
2,248,2026-08-12,12,180,33,60,273,0,0,0,273,-8184
2,249,2026-08-13,12,180,18,60,258,0,0,0,258,-7926
2,250,2026-08-14,18,270,33,220,523,0,0,0,523,-7403
2,251,2026-08-15,13,195,45,80,320,0,0,0,320,-7083
2,252,2026-08-16,18,270,54,220,544,0,300,300,244,-6839
2,253,2026-08-17,12,180,33,20,233,0,0,0,233,-6606
2,254,2026-08-18,10,150,33,60,243,0,0,0,243,-6363
2,255,2026-08-19,19,285,72,100,457,0,0,0,457,-5906
2,256,2026-08-20,14,210,42,60,312,0,0,0,312,-5594
2,257,2026-08-21,17,255,39,60,354,0,0,0,354,-5240
2,258,2026-08-22,13,195,42,80,317,0,0,0,317,-4923
2,259,2026-08-23,13,195,45,0,240,0,300,300,-60,-4983
2,260,2026-08-24,26,390,81,280,751,0,0,0,751,-4232
2,261,2026-08-25,18,270,51,260,581,0,0,0,581,-3651
2,262,2026-08-26,9,135,9,140,284,0,0,0,284,-3367
2,263,2026-08-27,8,120,18,220,358,0,0,0,358,-3009
2,264,2026-08-28,15,225,24,120,369,0,0,0,369,-2640
2,265,2026-08-29,18,270,72,60,402,0,0,0,402,-2238
2,266,2026-08-30,17,255,63,80,398,0,300,300,98,-2140
2,267,2026-08-31,15,225,51,60,336,0,0,0,336,-1804
2,268,2026-09-01,5,75,6,0,81,0,6000,6000,-5919,-7723
2,269,2026-09-02,4,60,9,0,69,0,0,0,69,-7654
2,270,2026-09-03,8,120,36,20,176,0,0,0,176,-7478
2,271,2026-09-04,6,90,12,40,142,0,0,0,142,-7336
2,272,2026-09-05,13,195,57,80,332,0,0,0,332,-7004
2,273,2026-09-06,11,165,33,0,198,0,300,300,-102,-7106
2,274,2026-09-07,10,150,15,0,165,0,0,0,165,-6941
2,275,2026-09-08,0,0,0,0,0,0,0,0,0,-6941
2,276,2026-09-09,6,90,15,60,165,0,0,0,165,-6776
2,277,2026-09-10,0,0,0,0,0,0,0,0,0,-6776
2,278,2026-09-11,8,120,21,40,181,0,0,0,181,-6595
2,279,2026-09-12,6,90,9,120,219,0,0,0,219,-6376
2,280,2026-09-13,0,0,0,0,0,0,300,300,-300,-6676
2,281,2026-09-14,4,60,15,0,75,0,0,0,75,-6601
2,282,2026-09-15,0,0,0,0,0,0,0,0,0,-6601
2,283,2026-09-16,18,270,60,280,610,0,0,0,610,-5991
2,284,2026-09-17,7,105,21,60,186,0,0,0,186,-5805
2,285,2026-09-18,13,195,60,80,335,0,0,0,335,-5470
2,286,2026-09-19,20,300,63,100,463,0,0,0,463,-5007
2,287,2026-09-20,20,300,78,40,418,0,300,300,118,-4889
2,288,2026-09-21,3,45,12,20,77,0,0,0,77,-4812
2,289,2026-09-22,11,165,33,20,218,0,0,0,218,-4594
2,290,2026-09-23,17,255,48,80,383,0,0,0,383,-4211
2,291,2026-09-24,12,180,18,0,198,0,0,0,198,-4013
2,292,2026-09-25,17,255,42,60,357,0,0,0,357,-3656
2,293,2026-09-26,19,285,69,120,474,0,0,0,474,-3182
2,294,2026-09-27,8,120,30,60,210,0,300,300,-90,-3272
2,295,2026-09-28,9,135,33,100,268,0,0,0,268,-3004
2,296,2026-09-29,9,135,39,60,234,0,0,0,234,-2770
2,297,2026-09-30,7,105,12,100,217,0,0,0,217,-2553
2,298,2026-10-01,12,180,36,100,316,0,6000,6000,-5684,-8237
2,299,2026-10-02,18,270,60,60,390,0,0,0,390,-7847
2,300,2026-10-03,16,240,51,180,471,0,0,0,471,-7376
2,301,2026-10-04,14,210,27,100,337,0,300,300,37,-7339
2,302,2026-10-05,9,135,21,60,216,0,0,0,216,-7123
2,303,2026-10-06,12,180,18,60,258,0,0,0,258,-6865
2,304,2026-10-07,11,165,45,80,290,0,0,0,290,-6575
2,305,2026-10-08,9,135,12,120,267,0,0,0,267,-6308
2,306,2026-10-09,11,165,21,100,286,0,0,0,286,-6022
2,307,2026-10-10,9,135,21,20,176,0,0,0,176,-5846
2,308,2026-10-11,15,225,48,140,413,0,300,300,113,-5733
2,309,2026-10-12,4,60,18,0,78,0,0,0,78,-5655
2,310,2026-10-13,15,225,42,40,307,0,0,0,307,-5348
2,311,2026-10-14,9,135,39,100,274,0,0,0,274,-5074
2,312,2026-10-15,11,165,24,0,189,0,0,0,189,-4885
2,313,2026-10-16,13,195,51,60,306,0,0,0,306,-4579
2,314,2026-10-17,15,225,54,80,359,0,0,0,359,-4220
2,315,2026-10-18,7,105,15,80,200,0,300,300,-100,-4320
2,316,2026-10-19,7,105,15,20,140,0,0,0,140,-4180
2,317,2026-10-20,12,180,57,140,377,0,0,0,377,-3803
2,318,2026-10-21,15,225,33,80,338,0,0,0,338,-3465
2,319,2026-10-22,10,150,42,140,332,0,0,0,332,-3133
2,320,2026-10-23,8,120,9,20,149,0,0,0,149,-2984
2,321,2026-10-24,16,240,39,120,399,0,0,0,399,-2585
2,322,2026-10-25,12,180,36,20,236,0,300,300,-64,-2649
2,323,2026-10-26,6,90,9,20,119,0,0,0,119,-2530
2,324,2026-10-27,13,195,30,40,265,0,0,0,265,-2265
2,325,2026-10-28,7,105,12,60,177,0,0,0,177,-2088
2,326,2026-10-29,12,180,42,60,282,0,0,0,282,-1806
2,327,2026-10-30,14,210,36,100,346,0,0,0,346,-1460
2,328,2026-10-31,21,315,60,160,535,0,0,0,535,-925
2,329,2026-11-01,10,150,21,0,171,0,6300,6300,-6129,-7054
2,330,2026-11-02,13,195,33,20,248,0,0,0,248,-6806
2,331,2026-11-03,10,150,27,80,257,0,0,0,257,-6549
2,332,2026-11-04,12,180,33,60,273,0,0,0,273,-6276
2,333,2026-11-05,6,90,21,20,131,0,0,0,131,-6145
2,334,2026-11-06,11,165,24,40,229,0,0,0,229,-5916
2,335,2026-11-07,20,300,66,140,506,0,0,0,506,-5410
2,336,2026-11-08,9,135,36,100,271,0,300,300,-29,-5439
2,337,2026-11-09,12,180,48,0,228,0,0,0,228,-5211
2,338,2026-11-10,18,270,78,120,468,0,0,0,468,-4743
2,339,2026-11-11,5,75,12,0,87,0,0,0,87,-4656
2,340,2026-11-12,2,30,3,0,33,0,0,0,33,-4623
2,341,2026-11-13,17,255,42,220,517,0,0,0,517,-4106
2,342,2026-11-14,9,135,36,100,271,0,0,0,271,-3835
2,343,2026-11-15,17,255,33,40,328,0,300,300,28,-3807
2,344,2026-11-16,15,225,60,60,345,0,0,0,345,-3462
2,345,2026-11-17,7,105,21,20,146,0,0,0,146,-3316
2,346,2026-11-18,16,240,63,200,503,0,0,0,503,-2813
2,347,2026-11-19,3,45,9,0,54,0,0,0,54,-2759
2,348,2026-11-20,16,240,39,100,379,0,0,0,379,-2380
2,349,2026-11-21,11,165,30,20,215,0,0,0,215,-2165
2,350,2026-11-22,10,150,24,120,294,0,300,300,-6,-2171
2,351,2026-11-23,3,45,12,0,57,0,0,0,57,-2114
2,352,2026-11-24,15,225,66,120,411,0,0,0,411,-1703
2,353,2026-11-25,8,120,12,0,132,0,0,0,132,-1571
2,354,2026-11-26,11,165,33,40,238,0,0,0,238,-1333
2,355,2026-11-27,13,195,54,140,389,0,0,0,389,-944
2,356,2026-11-28,16,240,42,80,362,0,0,0,362,-582
2,357,2026-11-29,10,150,48,60,258,0,300,300,-42,-624
2,358,2026-11-30,9,135,42,160,337,0,0,0,337,-287
2,359,2026-12-01,12,180,57,160,397,0,6000,6000,-5603,-5890
2,360,2026-12-02,15,225,24,80,329,0,0,0,329,-5561
2,361,2026-12-03,13,195,42,100,337,0,0,0,337,-5224
2,362,2026-12-04,15,225,45,80,350,0,0,0,350,-4874
2,363,2026-12-05,7,105,9,40,154,0,0,0,154,-4720
2,364,2026-12-06,9,135,33,60,228,0,300,300,-72,-4792
2,365,2026-12-07,8,120,21,20,161,0,0,0,161,-4631
2,366,2026-12-08,7,105,24,0,129,0,0,0,129,-4502
2,367,2026-12-09,6,90,9,80,179,0,0,0,179,-4323
2,368,2026-12-10,8,120,27,60,207,0,0,0,207,-4116
2,369,2026-12-11,20,300,45,120,465,0,0,0,465,-3651
2,370,2026-12-12,16,240,51,80,371,0,0,0,371,-3280
2,371,2026-12-13,9,135,33,60,228,0,300,300,-72,-3352
2,372,2026-12-14,9,135,33,0,168,0,0,0,168,-3184
2,373,2026-12-15,10,150,27,40,217,0,0,0,217,-2967
2,374,2026-12-16,10,150,45,100,295,0,0,0,295,-2672
2,375,2026-12-17,17,255,57,100,412,0,0,0,412,-2260
2,376,2026-12-18,8,120,33,40,193,0,0,0,193,-2067
2,377,2026-12-19,17,255,57,180,492,0,0,0,492,-1575
2,378,2026-12-20,14,210,33,60,303,0,300,300,3,-1572
2,379,2026-12-21,13,195,39,200,434,0,0,0,434,-1138
2,380,2026-12-22,16,240,42,160,442,0,0,0,442,-696
2,381,2026-12-23,16,240,42,180,462,0,0,0,462,-234
2,382,2026-12-24,13,195,33,80,308,0,0,0,308,74
2,383,2026-12-25,22,330,48,120,498,0,0,0,498,572
2,384,2026-12-26,23,345,48,180,573,0,0,0,573,1145
2,385,2026-12-27,18,270,42,100,412,0,300,300,112,1257
2,386,2026-12-28,21,315,108,40,463,0,0,0,463,1720
2,387,2026-12-29,20,300,54,160,514,0,0,0,514,2234
2,388,2026-12-30,15,225,39,40,304,0,0,0,304,2538
2,389,2026-12-31,24,360,54,100,514,0,0,0,514,3052
2,390,2027-01-01,9,135,30,80,245,0,13000,13000,-12755,-9703
2,391,2027-01-02,17,255,45,160,460,0,0,0,460,-9243
2,392,2027-01-03,16,240,72,200,512,0,300,300,212,-9031
2,393,2027-01-04,5,75,18,0,93,0,0,0,93,-8938
2,394,2027-01-05,11,165,30,100,295,0,0,0,295,-8643
2,395,2027-01-06,12,180,21,20,221,0,0,0,221,-8422
2,396,2027-01-07,10,150,27,40,217,0,0,0,217,-8205
2,397,2027-01-08,13,195,48,120,363,0,0,0,363,-7842
2,398,2027-01-09,21,315,51,80,446,0,0,0,446,-7396
2,399,2027-01-10,15,225,45,160,430,0,300,300,130,-7266
2,400,2027-01-11,4,60,15,40,115,0,0,0,115,-7151
2,401,2027-01-12,13,195,39,60,294,0,0,0,294,-6857
2,402,2027-01-13,4,60,27,0,87,0,0,0,87,-6770
2,403,2027-01-14,6,90,24,20,134,0,0,0,134,-6636
2,404,2027-01-15,7,105,27,0,132,0,0,0,132,-6504
2,405,2027-01-16,15,225,39,40,304,0,0,0,304,-6200
2,406,2027-01-17,18,270,60,80,410,0,300,300,110,-6090
2,407,2027-01-18,12,180,24,120,324,0,0,0,324,-5766
2,408,2027-01-19,8,120,15,80,215,0,0,0,215,-5551
2,409,2027-01-20,12,180,21,20,221,0,0,0,221,-5330
2,410,2027-01-21,14,210,39,200,449,0,0,0,449,-4881
2,411,2027-01-22,14,210,33,80,323,0,0,0,323,-4558
2,412,2027-01-23,15,225,63,40,328,0,0,0,328,-4230
2,413,2027-01-24,11,165,66,0,231,0,300,300,-69,-4299
2,414,2027-01-25,8,120,18,80,218,0,0,0,218,-4081
2,415,2027-01-26,13,195,45,40,280,0,0,0,280,-3801
2,416,2027-01-27,7,105,27,60,192,0,0,0,192,-3609
2,417,2027-01-28,4,60,6,40,106,0,0,0,106,-3503
2,418,2027-01-29,10,150,27,40,217,0,0,0,217,-3286
2,419,2027-01-30,12,180,36,0,216,0,0,0,216,-3070
2,420,2027-01-31,11,165,48,160,373,0,300,300,73,-2997
2,421,2027-02-01,3,45,18,0,63,0,6000,6000,-5937,-8934
2,422,2027-02-02,5,75,18,20,113,0,0,0,113,-8821
2,423,2027-02-03,14,210,33,0,243,0,0,0,243,-8578
2,424,2027-02-04,10,150,30,40,220,0,0,0,220,-8358
2,425,2027-02-05,11,165,48,40,253,0,0,0,253,-8105
2,426,2027-02-06,14,210,60,40,310,0,0,0,310,-7795
2,427,2027-02-07,5,75,15,20,110,0,300,300,-190,-7985
2,428,2027-02-08,27,405,72,140,617,0,0,0,617,-7368
2,429,2027-02-09,21,315,42,120,477,0,0,0,477,-6891
2,430,2027-02-10,27,405,93,100,598,0,0,0,598,-6293
2,431,2027-02-11,21,315,54,60,429,0,0,0,429,-5864
2,432,2027-02-12,32,480,60,160,700,0,0,0,700,-5164
2,433,2027-02-13,37,555,90,140,785,0,0,0,785,-4379
2,434,2027-02-14,29,435,75,220,730,0,300,300,430,-3949
2,435,2027-02-15,17,255,33,100,388,0,0,0,388,-3561
2,436,2027-02-16,9,135,42,60,237,0,0,0,237,-3324
2,437,2027-02-17,7,105,3,0,108,0,0,0,108,-3216
2,438,2027-02-18,12,180,42,60,282,0,0,0,282,-2934
2,439,2027-02-19,13,195,42,0,237,0,0,0,237,-2697
2,440,2027-02-20,8,120,30,20,170,0,0,0,170,-2527
2,441,2027-02-21,11,165,27,80,272,0,300,300,-28,-2555
2,442,2027-02-22,13,195,33,60,288,0,0,0,288,-2267
2,443,2027-02-23,16,240,39,240,519,0,0,0,519,-1748
2,444,2027-02-24,6,90,15,20,125,0,0,0,125,-1623
2,445,2027-02-25,9,135,21,0,156,0,0,0,156,-1467
2,446,2027-02-26,8,120,15,40,175,0,0,0,175,-1292
2,447,2027-02-27,14,210,36,20,266,0,0,0,266,-1026
2,448,2027-02-28,20,300,66,80,446,0,300,300,146,-880
2,449,2027-03-01,9,135,27,20,182,0,6000,6000,-5818,-6698
2,450,2027-03-02,12,180,45,200,425,0,0,0,425,-6273
2,451,2027-03-03,10,150,30,40,220,0,0,0,220,-6053
2,452,2027-03-04,6,90,15,20,125,0,0,0,125,-5928
2,453,2027-03-05,15,225,42,20,287,0,0,0,287,-5641
2,454,2027-03-06,9,135,18,0,153,0,0,0,153,-5488
2,455,2027-03-07,13,195,24,40,259,0,300,300,-41,-5529
2,456,2027-03-08,10,150,24,60,234,0,0,0,234,-5295
2,457,2027-03-09,4,60,9,20,89,0,0,0,89,-5206
2,458,2027-03-10,10,150,36,20,206,0,0,0,206,-5000
2,459,2027-03-11,8,120,30,60,210,0,0,0,210,-4790
2,460,2027-03-12,18,270,54,80,404,0,0,0,404,-4386
2,461,2027-03-13,14,210,36,80,326,0,0,0,326,-4060
2,462,2027-03-14,13,195,48,20,263,0,300,300,-37,-4097
2,463,2027-03-15,8,120,33,0,153,0,0,0,153,-3944
2,464,2027-03-16,8,120,27,0,147,0,0,0,147,-3797
2,465,2027-03-17,5,75,15,0,90,0,0,0,90,-3707
2,466,2027-03-18,4,60,9,0,69,0,0,0,69,-3638
2,467,2027-03-19,11,165,45,60,270,0,0,0,270,-3368
2,468,2027-03-20,15,225,39,80,344,0,0,0,344,-3024
2,469,2027-03-21,12,180,30,60,270,0,300,300,-30,-3054
2,470,2027-03-22,10,150,15,40,205,0,0,0,205,-2849
2,471,2027-03-23,17,255,51,120,426,0,0,0,426,-2423
2,472,2027-03-24,7,105,21,20,146,0,0,0,146,-2277
2,473,2027-03-25,19,285,45,60,390,0,0,0,390,-1887
2,474,2027-03-26,17,255,45,80,380,0,0,0,380,-1507
2,475,2027-03-27,15,225,42,0,267,0,0,0,267,-1240
2,476,2027-03-28,16,240,51,120,411,0,300,300,111,-1129
2,477,2027-03-29,9,135,24,0,159,0,0,0,159,-970
2,478,2027-03-30,7,105,9,40,154,0,0,0,154,-816
2,479,2027-03-31,13,195,24,80,299,0,0,0,299,-517
2,480,2027-04-01,15,225,36,60,321,0,6000,6000,-5679,-6196
2,481,2027-04-02,15,225,45,60,330,0,0,0,330,-5866
2,482,2027-04-03,22,330,51,340,721,0,0,0,721,-5145
2,483,2027-04-04,14,210,57,60,327,0,300,300,27,-5118
2,484,2027-04-05,11,165,21,80,266,0,0,0,266,-4852
2,485,2027-04-06,5,75,12,20,107,0,0,0,107,-4745
2,486,2027-04-07,5,75,12,20,107,0,0,0,107,-4638
2,487,2027-04-08,6,90,33,40,163,0,0,0,163,-4475
2,488,2027-04-09,12,180,27,80,287,0,0,0,287,-4188
2,489,2027-04-10,19,285,39,60,384,0,0,0,384,-3804
2,490,2027-04-11,4,60,12,60,132,0,300,300,-168,-3972
2,491,2027-04-12,8,120,27,60,207,0,0,0,207,-3765
2,492,2027-04-13,7,105,21,0,126,0,0,0,126,-3639
2,493,2027-04-14,4,60,9,0,69,0,0,0,69,-3570
2,494,2027-04-15,8,120,24,0,144,0,0,0,144,-3426
2,495,2027-04-16,10,150,30,160,340,0,0,0,340,-3086
2,496,2027-04-17,14,210,27,120,357,0,0,0,357,-2729
2,497,2027-04-18,12,180,45,140,365,0,300,300,65,-2664
2,498,2027-04-19,10,150,12,60,222,0,0,0,222,-2442
2,499,2027-04-20,10,150,24,0,174,0,0,0,174,-2268
2,500,2027-04-21,7,105,21,20,146,0,0,0,146,-2122
2,501,2027-04-22,24,360,54,120,534,0,0,0,534,-1588
2,502,2027-04-23,24,360,96,220,676,0,0,0,676,-912
2,503,2027-04-24,13,195,36,100,331,0,0,0,331,-581
2,504,2027-04-25,9,135,39,0,174,0,300,300,-126,-707
2,505,2027-04-26,8,120,27,100,247,0,0,0,247,-460
2,506,2027-04-27,14,210,39,80,329,0,0,0,329,-131
2,507,2027-04-28,10,150,42,60,252,0,0,0,252,121
2,508,2027-04-29,15,225,54,0,279,0,0,0,279,400
2,509,2027-04-30,18,270,63,60,393,0,0,0,393,793
2,510,2027-05-01,13,195,33,100,328,0,6000,6000,-5672,-4879
2,511,2027-05-02,14,210,39,100,349,0,300,300,49,-4830
2,512,2027-05-03,13,195,48,80,323,0,0,0,323,-4507
2,513,2027-05-04,18,270,102,60,432,0,0,0,432,-4075
2,514,2027-05-05,11,165,33,40,238,0,0,0,238,-3837
2,515,2027-05-06,3,45,3,100,148,0,0,0,148,-3689
2,516,2027-05-07,11,165,39,0,204,0,0,0,204,-3485
2,517,2027-05-08,19,285,54,80,419,0,0,0,419,-3066
2,518,2027-05-09,18,270,54,100,424,0,300,300,124,-2942
2,519,2027-05-10,6,90,15,60,165,0,0,0,165,-2777
2,520,2027-05-11,2,30,6,20,56,0,0,0,56,-2721
2,521,2027-05-12,5,75,12,60,147,0,0,0,147,-2574
2,522,2027-05-13,8,120,42,0,162,0,0,0,162,-2412
2,523,2027-05-14,11,165,27,40,232,0,0,0,232,-2180
2,524,2027-05-15,11,165,36,40,241,0,0,0,241,-1939
2,525,2027-05-16,11,165,48,160,373,0,300,300,73,-1866
2,526,2027-05-17,9,135,36,20,191,0,0,0,191,-1675
2,527,2027-05-18,4,60,18,0,78,0,0,0,78,-1597
2,528,2027-05-19,9,135,27,20,182,0,0,0,182,-1415
2,529,2027-05-20,9,135,9,80,224,0,0,0,224,-1191
2,530,2027-05-21,20,300,69,160,529,0,0,0,529,-662
2,531,2027-05-22,11,165,21,60,246,0,0,0,246,-416
2,532,2027-05-23,11,165,24,20,209,0,300,300,-91,-507
2,533,2027-05-24,8,120,27,20,167,0,0,0,167,-340
2,534,2027-05-25,20,300,48,240,588,0,0,0,588,248
2,535,2027-05-26,7,105,39,60,204,0,0,0,204,452
2,536,2027-05-27,9,135,21,80,236,0,0,0,236,688
2,537,2027-05-28,17,255,45,140,440,0,0,0,440,1128
2,538,2027-05-29,13,195,36,40,271,0,0,0,271,1399
2,539,2027-05-30,9,135,27,20,182,0,300,300,-118,1281
2,540,2027-05-31,3,45,6,20,71,0,0,0,71,1352
2,541,2027-06-01,8,120,24,60,204,0,6000,6000,-5796,-4444
2,542,2027-06-02,14,210,48,120,378,0,0,0,378,-4066
2,543,2027-06-03,11,165,27,100,292,0,0,0,292,-3774
2,544,2027-06-04,16,240,57,100,397,0,0,0,397,-3377
2,545,2027-06-05,21,315,75,60,450,0,0,0,450,-2927
2,546,2027-06-06,13,195,36,100,331,0,300,300,31,-2896
2,547,2027-06-07,5,75,24,60,159,0,0,0,159,-2737
2,548,2027-06-08,10,150,51,0,201,0,0,0,201,-2536
2,549,2027-06-09,8,120,30,20,170,0,0,0,170,-2366
2,550,2027-06-10,9,135,24,40,199,0,0,0,199,-2167
2,551,2027-06-11,17,255,39,100,394,0,0,0,394,-1773
2,552,2027-06-12,10,150,39,80,269,0,0,0,269,-1504
2,553,2027-06-13,19,285,72,60,417,0,300,300,117,-1387
2,554,2027-06-14,5,75,12,80,167,0,0,0,167,-1220
2,555,2027-06-15,11,165,15,140,320,0,0,0,320,-900
2,556,2027-06-16,9,135,27,120,282,0,0,0,282,-618
2,557,2027-06-17,15,225,57,60,342,0,0,0,342,-276
